biosample,Shannon_5000,Richness_5000,Chao1_5000,Shannon_1000,Richness_1000,Chao1_1000,Shannon_Alphaproteo_5000,Richness_Alphaproteo_5000,Chao1_Alphaproteo_5000,Shannon_Cyano_5000,Richness_Cyano_5000,Chao1_Cyano_5000,Shannon_Alphaproteo_1000,Richness_Alphaproteo_1000,Chao1_Alphaproteo_1000,Shannon_Cyano_1000,Richness_Cyano_1000,Chao1_Cyano_1000
SAMN07137006,4.03082219955782,235,258.333333333333,3.90401669785573,152,205.2,2.45578910402955,46,49.5,1.0631322435727,5,5,2.34334005205637,28,43.6,0.693147180559945,2,2
SAMN07137007,3.02583810086579,146,166.647058823529,3.0384832745872,99,136.714285714286,1.92020708696558,43,48.25,0.0470209283422331,5,5.5,1.98661197940543,31,36.6,0.0482443033497079,3,4
SAMN07137008,,,,3.84463656139307,141,206.045454545455,,,,,,,2.11082141208178,40,49.5454545454546,1.08412525035256,6,9
SAMN07137009,4.25465750118462,239,282.0625,4.17540116012547,157,227.714285714286,2.42562441402856,59,62.6,0.759059370346793,4,5,2.37297740245825,41,60.4285714285714,0.876005765643174,3,3
SAMN07137010,2.9979990344689,140,160,2.97309567891497,96,133.4,1.86543978293995,43,46.75,0.0963202624277871,5,5,1.98592390660981,35,47,0.0787180139736188,4,7
SAMN07137011,3.554516767005,192,209,3.47000978520169,126,161.357142857143,2.02668150957661,49,53.5,0.635495687834779,5,5,1.96886719699272,32,54.75,0.625598101237015,3,3
SAMN07137012,,,,3.84192780987583,143,188.37037037037,,,,,,,2.23125758944636,23,28.1428571428571,0,1,1
SAMN07137013,3.06490081840335,151,176.833333333333,2.99901186701057,99,124.869565217391,2.04167371727175,42,43,0.0920051742392307,4,4,1.98502957345329,32,37.625,0.0687585550603718,3,3
SAMN07137014,,,,3.86042863450455,143,194,,,,,,,2.3503181003205,40,57.1428571428571,0.767559241830321,4,5
SAMN07137015,,,,4.09097229246439,162,213,,,,,,,2.52653950318459,30,45.6,0.693147180559945,2,3
SAMN07137016,3.19328694023462,156,176.647058823529,3.22577288523464,106,137.315789473684,2.05725115349127,43,46,0.0492892801071249,4,4,2.16773615488656,33,40.5,0.0530380851089993,3,4
SAMN07137017,,,,3.76527015384363,133,189.4,,,,,,,2.13517422022941,34,47,0.700328862280719,3,3
SAMN07137018,,,,4.05524838673456,170,231.03125,,,,,,,2.44294459439236,32,42.1111111111111,1.09861228866811,3,6
SAMN07137019,3.10601335738799,163,178,3.04067074025791,107,138.5,2.04027839757929,46,50.6666666666667,0.0624633077463569,5,6,1.95880582781997,30,35.6,0.0727814907772183,2,2
SAMN07137020,4.09896790086502,253,309,3.98238018518184,154,219.032258064516,2.39230464853497,61,83.6666666666667,1.18817806049337,10,11,2.27028862707308,35,40.5,1.21644332771298,7,13
SAMN07137021,4.37350027783719,267,284.575,4.21961681313296,176,243,2.97480928585561,53,55.4,0.500402423538188,2,2,2.6574806795169,27,44,0,1,1
SAMN07137022,3.18814796119226,198,216,3.06268623362171,116,180.473684210526,2.05962195161978,58,64.6,0.0969148758752202,6,6,2.07224885749429,35,40,0.118998835249056,4,5
SAMN07137023,4.18257445095763,276,330.736842105263,4.08644924942121,169,277.37037037037,2.41977630930014,68,87.4285714285714,1.35813769080996,15,29,2.38950381952626,37,50,1.33836679968037,9,19
SAMN07137024,,,,4.06500374836759,158,201.384615384615,,,,,,,2.51316487766221,26,35.1666666666667,,,
SAMN07137025,3.33105785696473,226,291.206896551724,3.35419344912132,136,221.954545454545,1.97933544501111,59,76,0.108800259338788,5,5,2.04441003412691,42,73.6666666666667,0.133574994611404,4,5
SAMN07137026,4.15650572328646,249,288.84375,4.01996219011515,163,222.09375,2.32456754174199,57,62.5,1.65481010013287,16,52,2.35176997968451,43,64.1111111111111,1.31972199719694,5,5
SAMN07137027,4.31635342203126,284,326.384615384615,4.19405208123417,175,242.344827586207,2.43462391628919,57,65.75,0.300685319777746,6,9,2.18666088363264,29,51.75,0.23317260237387,3,4
SAMN07137028,2.90482608596082,178,229.130434782609,2.80548763615994,103,150.045454545455,1.87086979981495,56,69.3333333333333,0.108574484880298,5,5,1.86467091869931,36,53.5,0.0670821653260943,3,3
SAMN07137029,4.15104698237697,282,340.65,4.01473705992925,161,233,2.29717731078715,71,92.375,0.988785456707114,10,11.5,2.13575120406599,37,46.75,0.949828607299836,6,9
SAMN07137030,4.23791608798636,246,274.275862068966,4.1161393400912,168,233.807692307692,2.40112970057437,52,62.5,1.43474092429267,5,5,2.27695063573853,31,53.6666666666667,1.242453324894,4,7
SAMN07137031,3.03563030718018,153,175.545454545455,3.01054522940645,104,139.052631578947,1.89913794265581,47,51.6666666666667,0.129394132135193,3,3,1.88217668557869,33,42.4285714285714,0.0738736224180413,3,3
SAMN07137032,3.27389262633689,206,263,3.20754071580809,121,202.052631578947,2.01559160759665,53,59.875,0.221615675674279,7,8,2.02559925087292,33,44,0.130008629227712,4,4
SAMN07137033,4.41852885630321,316,341.105263157895,4.289275821703,195,272.083333333333,2.33356742425695,76,84,1.35886694231523,8,11,2.27568950129801,40,49.1,1.25681062328363,4,4
SAMN07137034,2.85462712071219,139,170.071428571429,2.83542153247619,100,153.8125,1.6940170935343,39,48.3333333333333,0.0825626322575421,3,3,1.6813109751888,30,45,0.0549388772045495,3,4
SAMN07137035,3.61678748201642,186,222.12,3.52226480660394,115,158.05,1.92140220143963,52,67,0.410354803134198,5,6,1.83744776453282,35,55,0.424808007082305,3,3
SAMN07137036,4.23110549392668,261,273.4,4.09015952511051,176,293.04,2.36218472354136,55,56,1.08805618804952,5,5,2.20559724288901,33,55.6666666666667,0.955447141393767,4,5
SAMN07137037,2.88588346878319,144,164.714285714286,2.78693881389857,92,125.066666666667,1.8482120850438,46,51.6,0.0809722237497765,4,4,1.75677393774013,32,41,0.0241288360030557,2,2
SAMN07137038,3.43805306544435,197,224.774193548387,3.44750624187175,118,178.055555555556,1.96213233110519,52,59.8571428571429,0.620894704429369,8,8,1.76073270480075,29,35.4285714285714,0.649432499695616,5,8
SAMN07137039,,,,4.19889556437384,184,245.416666666667,,,,,,,2.12653507058396,30,34.0909090909091,0.900256051268537,3,3
SAMN07137040,4.28541771887218,305,374.027777777778,4.13698071166535,185,242.5,2.29539075714816,64,81,0.886911152517218,7,8,2.20062110959368,34,47,0.669025155216257,5,5
SAMN07137041,3.16437316800265,199,252.04,3.10775534439611,122,167,1.91687445798952,59,80.8571428571429,0.250613749465666,6,6,1.78893958169257,39,51.3636363636364,0.255369453501666,5,5
SAMN07137042,4.4620699893716,264,330.5,4.28167862834613,162,202.551724137931,2.39847642997478,58,71,0.757414263345005,3,3,2.18763659284378,33,37.5833333333333,0,1,1
SAMN07137043,3.05901798516087,142,154.65,2.98925038865138,95,124.176470588235,1.95650124033743,42,42.5,0.0859781766806211,5,5,1.90222874263891,34,42.25,0.111529596061537,4,5
SAMN07137044,3.91692603939059,213,258.724137931035,3.81298793445332,127,166,2.13678357123007,51,68.5,0.85578953352466,11,21,2.12311121800717,33,37.6666666666667,0.937125507242514,6,6
SAMN07137045,,,,4.08057064358301,167,209.777777777778,,,,,,,2.31859629328874,30,43,0.693147180559945,2,3
SAMN07137046,,,,2.9756620574214,103,130.045454545455,,,,,,,1.87620391986138,32,37.625,0.097367637779633,4,4.5
SAMN07137047,,,,3.93123433123313,146,197,,,,,,,2.27227696730004,37,48.1428571428571,0.468910505091206,3,3
SAMN07137048,,,,4.03070006880865,159,253.545454545455,,,,,,,2.25732234101942,32,36.6666666666667,0.446867858791843,2,2
SAMN07137049,4.35459514390768,324,359.679245283019,4.19968583723137,199,295.486486486487,2.54682374330009,73,83,0.325472769245405,8,11,2.46733990968364,45,55.9285714285714,0.184651904287397,3,3
SAMN07137050,3.87885859164177,211,246.357142857143,3.76923608889268,133,172.807692307692,2.26752487562353,56,63.3333333333333,0.660122819724112,2,2,2.18594317791131,36,96,0.673621227410938,2,2
SAMN07137051,,,,3.99272818556952,164,204.135135135135,,,,,,,2.28405935767608,21,23.1428571428571,0.693147180559945,2,3
SAMN07137052,3.01581417013842,158,178.307692307692,2.89410451143441,103,135.217391304348,1.95555857278367,42,46.5,0.0792114028600197,5,5,1.81971252395163,27,32.6,0.068147553913837,4,7
SAMN07137053,4.16811749784003,239,279.833333333333,3.99037507904848,146,188,2.44207142042743,59,65.1111111111111,0.951339635705181,11,26,2.40843006533158,45,57.3636363636364,1.02328749767129,7,7.33333333333333
SAMN07137054,4.25281529275049,225,232.666666666667,4.28103520896313,165,210.230769230769,2.4496844150048,40,41.3636363636364,0,1,1,2.49979879853666,25,29.6666666666667,,,
SAMN07137055,3.23566013072259,176,209,3.11633923014478,107,137,1.94493316175076,44,47.3333333333333,0.0950035390997429,5,5,1.81243152706397,30,35.6,0.103172993278894,4,4.5
SAMN07137056,,,,4.05757226271214,155,210.193548387097,,,,,,,2.3143537627643,37,44.8,1.02278192585217,7,17
SAMN07137057,,,,4.21331731926616,158,187.129032258065,,,,,,,2.48265803705288,25,31,0,1,1
SAMN07137058,3.13060758781455,199,267.875,2.98347048205189,101,144.9375,2.07009630776355,58,67.5454545454546,0.114697436542514,4,4,2.05955461973029,30,45,0.0225968525664697,2,2
SAMN07137059,4.08454395154285,240,279.371428571429,4.07715875663341,155,198.0625,2.40072592718924,65,68.2142857142857,0.531081937281088,7,7,2.43341380918944,46,65,0.706630637541693,5,5
SAMN07137060,,,,4.35156708929151,179,217.28125,,,,,,,2.78463556103282,33,41.6666666666667,0.500402423538188,2,2
SAMN07137061,3.14080015006577,181,204.636363636364,3.01391945279461,104,147.157894736842,2.03221602742504,57,64.8,0.135490012311336,4,4,2.02336086017379,34,47,0.0736037987603155,2,2
SAMN07137062,3.51035430584778,216,246.885714285714,3.38946839774058,127,190.75,2.13336354254591,61,70.5454545454546,0.220117070777957,6,7,2.02065537951817,33,39.4285714285714,0.235260269372968,5,5.5
SAMN07137063,,,,4.03198577080355,170,204.071428571429,,,,,,,2.62882180718581,32,45.3333333333333,1.27703425946614,4,4.5
SAMN07137064,2.98306860727086,116,130.882352941176,2.92203009014803,76,134.125,1.71678188678428,44,46.625,0.403839494079566,4,4,1.64773476006011,29,68,0.394397691447443,3,4
SAMN07137065,4.20022615302489,295,380.263157894737,4.07542061471498,167,214.275,2.12364409468035,61,82.8571428571429,1.21621104299211,7,7,1.93639893265118,35,41,1.23816724106223,7,7
SAMN07137066,4.28242408463837,284,312.826086956522,4.17339660412019,179,248.193548387097,2.39069432205652,62,64,0.916464885539471,3,3,2.29465961429827,40,70.6,0,1,1
SAMN07137067,3.32456387970254,164,195.166666666667,3.187841896428,101,171.3,1.99896216343076,51,58.5,0.235259473308021,3,3,1.9293598634261,31,58.5,0.163023629494366,2,2
SAMN07137068,3.84643772875139,248,276.447368421053,3.80327689821975,152,205.2,2.01578563813345,59,64,0.720122858575734,6,6,1.99604155390707,34,47,0.681474108581086,4,4
SAMN07137069,,,,4.26801139591787,188,261.088235294118,,,,,,,2.42447097710058,28,32.0909090909091,0.693147180559945,2,3
SAMN07137070,3.97482715936516,254,338.37037037037,3.84984090707246,158,241.275862068966,2.17537986664628,68,91.75,1.12775534587968,5,5,1.96335303342378,37,62.5,1.15645356890305,5,5
SAMN07137071,3.97458795122159,248,286.076923076923,3.94832543460441,148,201.103448275862,2.23132486797976,61,64.2727272727273,1.10345373701218,6,6,2.24707571890555,37,41.0909090909091,1.09674326249502,4,4
SAMN07137072,4.05664198237911,242,267.551724137931,3.92774377733955,153,212.4,2.75416304776446,45,51.1111111111111,0,1,1,2.37633683134133,23,30.8571428571429,,,
SAMN07137073,3.6313798274891,196,232.666666666667,3.5019679029878,124,162.333333333333,1.9911833731055,57,67.1111111111111,0.882654314282544,5,5,1.87468407295484,38,46.2727272727273,0.977428426125206,5,5
SAMN07137074,3.62704851507808,186,213.391304347826,3.51717482940701,119,150.2,1.90514847613546,54,62.25,1.09078733871977,5,5,1.85306200475998,33,37,1.06036390141502,4,4
SAMN07137075,3.99289972290868,246,315.333333333333,3.93882535479692,147,234.352941176471,2.1743730351432,66,81.1111111111111,1.06604124990843,5,5,2.21825915452068,37,48,1.1171468583889,5,6
SAMN07137076,3.44456417680884,193,209.533333333333,3.20199139984987,106,145.047619047619,2.08970126351402,65,68,0.377418229405676,4,4,1.78336135593325,32,53,0.35013912978597,3,3
SAMN07137077,3.60238246998486,217,266.344827586207,3.44656755864512,134,185,2.13351320713343,62,68.5,0.49964365174515,4,4,2.0022528897012,36,56,0.541354634873057,5,5
SAMN07137078,,,,4.29249380898401,176,254.964285714286,,,,,,,2.70107791350932,29,48.4285714285714,,,
SAMN07137079,,,,3.21244643109975,119,256.75,,,,,,,1.86806592952496,41,58,1.0375559588928,5,5
SAMN07137080,3.82467343064556,246,283.657894736842,3.72749874587024,145,235.052631578947,2.1153408383733,60,75.1666666666667,0.5336190617181,4,5,2.00605588483026,35,53.2,0.58172504655499,4,5
SAMN07137081,4.13341025928872,292,353.736842105263,4.00605387904681,170,248.12,2.27751935720424,69,91.6666666666667,1.21005861652749,5,5,2.14985402042276,40,62.6666666666667,1.03619878481928,3,3
SAMN07137082,3.55789346663487,185,218.476190476191,3.42575458624514,116,153.05,1.88983246403656,56,67.1428571428571,1.16291696254658,5,5,1.82898414243922,33,46.75,1.13975793719759,4,4
SAMN07137083,4.11476332057668,274,322.825,4.04132615988446,162,215.636363636364,2.16817693660468,65,76.6666666666667,1.38492800366873,6,6,2.18181126558094,43,64.375,1.45387124487021,5,5
SAMN07137084,4.34994843763816,309,356.275,4.17767946872016,182,232.076923076923,2.48826485882783,68,80,0.562335144618808,2,2,2.20964000675995,35,50,0,1,1
SAMN07137085,2.53325785934474,72,83.1428571428572,2.46095115924289,50,90,1.5711998548031,34,40,0.482577565177012,2,2,1.49302011898831,20,27.5,0,1,1
SAMN07137086,3.58677093276388,179,218.2,3.50934343064879,103,166.909090909091,2.0904394922359,53,63,0.493367590751642,7,7,1.99816538934909,27,49,0.424094643033972,3,3
SAMN07137087,4.36856794739195,259,284.567567567568,4.2458422453336,172,259.142857142857,2.43926000437546,56,64,0,1,1,2.15830006949268,28,133,,,
SAMN07137088,2.5190414176487,79,87.0769230769231,2.55300796050501,55,72,1.36308135535479,30,31.6666666666667,0.137406006452769,2,2,1.36488986411132,18,18.5,0.474139313057837,2,2
SAMN07137089,3.71279367265678,221,260.807692307692,3.60400246565273,136,191.12,2.04733293190215,63,78,0.803832223581353,6,6,1.85837138394054,33,51.2,0.841231086514322,5,5
SAMN07137090,,,,3.80384622381477,134,200.5,,,,,,,1.79965649970149,25,34.1666666666667,1.23704235705001,5,6
SAMN07137091,3.56532631782052,197,248.47619047619,3.47062303266843,126,196.833333333333,1.84589452715855,58,65.3333333333333,1.21347992657254,5,5,1.8049901002828,36,63.2,0.917600272284876,4,4
SAMN07137092,3.70601112753891,210,242.757575757576,3.71690022596164,137,192,1.88430482370275,59,67.75,1.19978818014248,5,5,2.08433514208496,40,55,1.09515558465757,5,5
SAMN07137093,3.8991009321382,241,281.135135135135,3.88612158513082,161,214.2,2.08956669871743,63,71.2727272727273,1.17876869560714,4,4,2.1778860782666,44,59.1111111111111,1.06708951878208,3,3
SAMN07137094,3.03492211342317,111,116.352941176471,2.93382426057928,79,91.3529411764706,1.85057559961769,44,44.1,0.277717641121022,2,2,1.77801125467955,34,42.25,0.219952166495512,2,2
SAMN07137095,3.76180984699112,200,237.84,3.73556291777028,125,152.038461538462,2.15874426633125,47,54,0.766425244624332,7,7,2.13966901094757,31,58.5,0.708565754154977,3,3
SAMN07137096,4.18107707026511,260,282.162162162162,4.088820256349,175,208.75,2.32320142289848,52,60.2727272727273,0.679193265991526,2,2,2.14040019405388,27,32.625,0,1,1
SAMN07137097,3.16514042245241,133,144.875,3.17209664096894,96,167.75,1.95808072366706,48,48.6666666666667,0.137320111381127,2,2,1.99940337887155,36,60,0.0492127196837535,2,2
SAMN07137098,3.9507643697329,230,295.032258064516,3.82320436791184,138,197.4,2.09591132318027,55,61,1.42022025179164,15,25.5,1.90389472815826,34,42.2727272727273,1.4021399897662,8,11
SAMN07137099,,,,4.22085981825114,172,212.135135135135,,,,,,,2.54324593868261,30,41.1428571428571,,,
SAMN07137100,3.3949486550081,190,231,3.44578425485216,127,167.037037037037,1.98224730450613,59,67.6666666666667,0.251268785684256,4,4,2.02265216456854,35,48.75,0.329264095063051,4,5
SAMN07137101,3.83342519611222,239,294.454545454545,3.8571273238964,145,226.476190476191,1.99833394153213,56,71,1.05093395064726,12,22,2.05952987651808,37,71,0.84419175219596,5,5
SAMN07137102,4.22642346265402,293,357.53488372093,4.08044085363676,166,240.285714285714,2.42676116215969,57,61.2307692307692,1.63091334963544,8,8.5,2.25167341644551,27,49,1.57957931667173,7,10
SAMN07137103,2.96548840242954,103,110.583333333333,2.88568770505467,62,74,1.77603315144712,41,42.4285714285714,0.149544899878284,3,4,1.74120097644691,24,29.25,0,1,1
SAMN07137104,,,,4.17860569428149,167,226.09375,,,,,,,2.02866819453278,29,38,1.19238436532732,6,7
SAMN07137105,4.49922869391307,268,285.5,4.40494791525695,192,280.137931034483,2.53866204830023,57,59.5714285714286,0.955080798665658,4,4,2.55269634407624,41,69.875,0.500402423538188,2,2
SAMN07137106,3.15236299850497,191,215.405405405405,3.12415576965383,123,172.111111111111,1.93485118448842,56,59.4615384615385,0.129462876826875,4,4,2.00921665180601,39,73.2,0.0492127196837535,2,2
SAMN07137107,4.08226566730045,266,297.188679245283,3.87739735697631,153,242.444444444444,2.07643420303388,57,60.75,1.62432379986757,21,22.875,1.83021487757831,33,39.1111111111111,1.48325453371245,7,7
SAMN07137108,,,,4.24608129884493,176,222.243243243243,,,,,,,2.44163336920329,33,50.5,,,
SAMN07137109,3.4199433937448,172,207.652173913043,3.38801455260566,109,150.352941176471,2.07434614950052,57,64.5833333333333,0.45497171975691,4,4,2.02002579844704,40,62.6666666666667,0.46800704307532,2,2
SAMN07137110,3.80889134840016,205,250.535714285714,3.73376353698145,125,159.44,2.1215420827595,51,55.0909090909091,1.41325178282021,12,17,1.96740275038293,33,42.4285714285714,1.41969167156985,8,14
SAMN07137111,,,,4.20894362311269,172,215.871794871795,,,,,,,2.29414459277679,24,33.4285714285714,0,1,1
SAMN07137112,2.85675937762064,103,113.6875,2.86042971863249,72,81.5,1.63661812419338,41,50,0.202273001797436,2,2,1.63092311824191,29,33,0,1,1
SAMN07137113,3.87072960007344,237,258,3.87189044414642,154,227.2,2.05880129179963,57,63.6,0.623974104973065,6,6,2.10261494869773,38,47.1,0.658615752091195,5,6
SAMN07137114,4.08321502080764,282,367.2,3.90985579324583,175,255.161290322581,2.26773177100354,65,71,0,1,1,2.17383087010721,40,66.25,,,
SAMN07137115,2.76367013019269,98,117,2.80710609930831,67,90.1,1.5200422528444,39,43,0.289970152840982,3,3,1.54681311191522,29,47.2,0,1,1
SAMN07137116,3.59165056540313,163,179.24,3.54243723293322,111,172.5,1.9022292772531,41,42.6666666666667,0.405838474193355,6,6,1.83583063338481,30,41,0.433483763950878,4,4
SAMN07137117,4.28207504191459,267,300.552631578947,4.15765336805294,166,203.935483870968,2.24707145011154,59,65,,,,2.14417709963617,32,36.5,,,
SAMN07137118,2.65050932616115,81,86,2.60684705453508,60,81.1111111111111,1.5153192273679,33,34.2,0.0908761213330015,2,2,1.53299922933467,26,33.2,0.286835983056161,2,2
SAMN07137119,3.56820642702926,196,230.166666666667,3.48366539026662,129,226.235294117647,2.11127726847874,57,60.6,0.676102557000217,4,4,2.08917260386073,38,60.6666666666667,0.56897994640844,3,3
SAMN07137120,3.83534511567287,226,281.034482758621,3.60438541393686,125,201.5625,2.1360891519706,51,64,1.57668461004628,9,19,1.90637056050595,28,50,1.50478828368119,5,5.5
SAMN07137121,3.71732625589433,212,255.04347826087,3.69350125816629,144,197.2,1.97475717690785,61,69.25,0.515733003704691,5,5,2.00495837806164,41,53,0.450275086753875,3,3
SAMN07137122,3.69968798832038,208,251.04347826087,3.51591701429635,129,186.652173913043,2.02571908688281,58,63.625,0.46804711019964,5,5,1.81950452251368,38,57.4285714285714,0.55664927737972,4,4
SAMN07137123,4.13113872072144,262,282.583333333333,3.9423705725459,161,208.228571428571,2.24206695349444,56,58.8,0,1,1,2.16103651923462,35,44.75,0,1,1
SAMN08390922,2.97543619342116,125,162.8,3.00930993258489,88,111.214285714286,1.78196600349859,37,42,0.0853264965751464,3,3,1.69331976442225,26,31.25,0.0330110943610686,2,2
SAMN08390923,3.57292716061719,190,206.111111111111,3.5301015492171,128,179,2.06443180640749,50,56,0.651997245783698,7,10,2.07340247425803,34,40.875,0.6887789225936,3,3
SAMN08390924,3.04944497494102,110,133.076923076923,3.01402482470881,74,109,1.83129964412441,42,54,0.0292538351075735,3,4,1.8385810427421,31,49.3333333333333,0.0564651742788722,2,2
SAMN08390925,3.69382527947526,188,222.137931034483,3.61445509136612,112,142,1.99301014874969,53,64.375,1.52327606504629,12,12,2.03228707012357,32,38.4285714285714,1.30882686033313,5,5
SAMN09710598,,,,2.9354667661682,100,127.391304347826,,,,,,,2.36739700416924,16,17.4285714285714,0.867563228481461,3,4
SAMN09710599,,,,,,,,,,,,,,,,,,
SAMN09710600,,,,2.7125335680319,94,121.75,,,,,,,2.32608705645393,13,41,1.03972077083992,3,3.5
SAMN09710601,,,,2.34895208202752,96,154.8,,,,,,,2.25906507742598,13,35.5,1.32966134885476,4,4.33333333333333
SAMN09710602,,,,,,,,,,,,,,,,,,
SAMN09710603,,,,,,,,,,,,,,,,,,
SAMN09710604,,,,3.57534759911614,127,150.636363636364,,,,,,,2.71723618612571,22,24.1428571428571,0,1,1
SAMN09710605,,,,2.98138970230301,116,223.647058823529,,,,,,,1.902226907078,15,30,0.759547391474864,3,3
SAMN09710606,,,,3.27342555632243,109,146.05,,,,,,,1.96378006142439,17,27.5,1.72195444940605,7,8.5
SAMN09710607,,,,,,,,,,,,,,,,,,
SAMN09710608,,,,,,,,,,,,,,,,,,
SAMN09710609,,,,2.71122593514454,105,135.1,,,,,,,2.01282549544434,13,17.2,0.636514168294813,2,2
SAMN09710610,,,,2.58907396843537,88,109.136363636364,,,,,,,1.97711397539669,15,17.5,1.12095039267358,4,5
SAMN09710611,,,,2.37046056189055,99,161.666666666667,,,,,,,2.40364041061495,15,30,1.35923670066501,5,6.5
SAMN09710612,,,,,,,,,,,,,,,,,,
SAMN09710613,,,,3.0184604614639,106,133.038461538462,,,,,,,2.05619058152456,16,19.5,1.82007597536062,7,10
SAMN09710614,,,,,,,,,,,,,,,,,,
SAMN09710615,,,,,,,,,,,,,,,,,,
SAMN09710616,,,,,,,,,,,,,,,,,,
SAMN09710617,,,,2.63487132845103,99,163.473684210526,,,,,,,2.24503527412618,12,12.75,0.867563228481461,3,4
SAMN09710618,,,,,,,,,,,,,,,,,,
SAMN09765674,,,,3.38877825200353,121,192.55,,,,,,,2.32023403885593,20,29.3333333333333,1.52295506753132,5,5.33333333333333
SAMN09765675,,,,3.03549619434273,121,188.5,,,,,,,2.0590443660091,11,18,1.242453324894,4,7
SAMN09765676,,,,3.63305380907633,155,267.538461538462,,,,,,,2.8804694994092,20,33.2,0.636514168294813,2,2
SAMN09765677,,,,,,,,,,,,,,,,,,
SAMN09765678,,,,2.95702936274226,102,151.789473684211,,,,,,,2.01403552370927,9,24,0.900256051268537,3,3
SAMN09765679,,,,3.79780431192195,147,203,,,,,,,2.5236195155749,16,17.1111111111111,1.13811026285521,6,6.5
SAMN09765680,,,,,,,,,,,,,,,,,,
SAMN09765681,,,,3.80995057345969,159,244.2,,,,,,,2.35412989771781,14,21,0.950270539233235,3,4
SAMN09765682,,,,,,,,,,,,,,,,,,
SAMN09765683,,,,3.13998515882898,108,141.913043478261,,,,,,,2.06004524071177,16,19.3333333333333,1.3925326105512,5,5
SAMN09765684,,,,3.33119337647409,96,122.105263157895,,,,,,,1.35005263585409,19,22.75,1.42989837310027,6,7
SAMN09765685,,,,3.51101680905914,111,156.315789473684,,,,,,,1.44532201784708,17,20.75,1.5640741735901,7,10
SAMN09765686,,,,3.66485372024339,149,267.75,,,,,,,2.31071750800089,14,29,1.46481638489081,5,8
SAMN09765687,,,,2.978648559558,118,191.333333333333,,,,,,,2.34695329393107,16,29.75,1.26809425866783,4,4
SAMN09765688,,,,,,,,,,,,,,,,,,
SAMN09765689,,,,,,,,,,,,,,,,,,
SAMN09765690,,,,3.55003071279483,141,198.441176470588,,,,,,,2.73152656718905,17,23,1.88915916375402,7,10.3333333333333
SAMN09765691,,,,2.71313944841011,114,221.647058823529,,,,,,,2.24503527412618,10,15.25,0.693147180559945,2,3
SAMN09765692,,,,3.05075702573716,115,160.37037037037,,,,,,,2.37228464112936,17,19.5,1.33217904021012,4,4
SAMN09765693,,,,,,,,,,,,,,,,,,
SAMN09765694,,,,4.06786138967477,133,178,,,,,,,2.48891049554828,22,25.3333333333333,1.29181724755833,5,5
SAMN09765695,,,,3.63128996183822,136,193.652173913043,,,,,,,2.50874455120295,16,16.6,0.962385078189886,8,9.5
SAMN09765696,,,,2.82179377499241,115,164.038461538462,,,,,,,1.86897208517375,15,22,0.796311640173813,3,4
SAMN09765697,,,,3.45002524725521,136,179.363636363636,,,,,,,2.43521297983411,13,16.75,1.27703425946614,4,4.5
SAMN09765698,,,,,,,,,,,,,,,,,,
SAMN09765699,,,,,,,,,,,,,,,,,,
SAMN09765700,,,,,,,,,,,,,,,,,,
SAMN09765701,,,,3.60734991315214,138,204.12,,,,,,,2.52086690884447,15,42.5,1.25548232517875,4,5
SAMN09765702,,,,3.62687175060673,134,193.230769230769,,,,,,,1.49311171978556,18,19,1.58902691517397,5,5
SAMN09765703,,,,4.0092266697556,162,289.217391304348,,,,,,,2.42822415522028,20,35,0.87917243394138,5,6
SAMN09765704,,,,2.86888771555119,117,179.636363636364,,,,,,,2.57231132071989,17,22.1428571428571,0.735621939758795,3,4
SAMN09765705,,,,3.18991420926516,123,191.142857142857,,,,,,,2.23968580840503,18,45.5,1.6094379124341,5,15
SAMN09765706,,,,,,,,,,,,,,,,,,
SAMN09765707,,,,,,,,,,,,,,,,,,
SAMN09765708,,,,,,,,,,,,,,,,,,
SAMN09765709,,,,3.49495738829713,105,148.157894736842,,,,,,,2.04299995262284,16,17,0.540335493207793,4,4
SAMN09765710,,,,,,,,,,,,,,,,,,
SAMN09765711,,,,3.55820071191194,152,229.903225806452,,,,,,,2.64025034910001,20,24.5,1.54542290319359,5,5
SAMN09765712,,,,3.21516651820654,122,179.652173913043,,,,,,,2.30414373746109,12,27,0.636514168294813,2,2
SAMN09765713,,,,3.70809394625028,126,165.260869565217,,,,,,,1.85018446878931,21,31.5,1.87783824040728,8,8.25
SAMN09765714,,,,,,,,,,,,,,,,,,
SAMN09765715,,,,,,,,,,,,,,,,,,
SAMN19803946,,,,,,,,,,,,,,,,,,
SAMN19803947,,,,,,,,,,,,,,,,,,
SAMN19803948,,,,,,,,,,,,,,,,,,
SAMN19803949,,,,,,,,,,,,,,,,,,
SAMEA104347328,,,,,,,,,,,,,,,,,,
SAMEA104347329,,,,,,,,,,,,,,,,,,
SAMEA104347330,,,,,,,,,,,,,,,,,,
SAMEA104347331,,,,,,,,,,,,,,,,,,
SAMEA104347332,,,,,,,,,,,,,,,,,,
SAMEA104347333,,,,,,,,,,,,,,,,,,
SAMEA104347334,,,,,,,,,,,,,,,,,,
SAMEA104347335,,,,,,,,,,,,,,,,,,
SAMEA104347336,,,,,,,,,,,,,,,,,,
SAMEA104347337,,,,,,,,,,,,,,,,,,
SAMEA104347338,,,,,,,,,,,,,,,,,,
SAMEA104347339,,,,,,,,,,,,,,,,,,
SAMEA104347340,,,,,,,,,,,,,,,,,,
SAMEA104347341,,,,,,,,,,,,,,,,,,
